student_ID,Gender,EthnicGroup,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,MathScore,ReadingScore,School
44,female,group E,standard,none,single,sometimes,76,82,18
45,female,group D,standard,none,divorced,sometimes,64,76,18
46,female,group C,standard,none,single,sometimes,77,85,18
47,male,group B,standard,none,married,regularly,54,49,18
48,female,group B,free/reduced,completed,married,regularly,52,57,18
49,male,group B,standard,none,single,never,38,42,18
50,female,group C,standard,completed,single,regularly,74,89,18
51,male,group D,free/reduced,completed,married,regularly,67,76,18
52,male,group B,standard,none,NA,NA,57,48,18
53,male,group C,standard,none,single,regularly,64,62,18
54,female,group C,standard,none,widowed,never,53,61,18
55,male,NA,free/reduced,completed,NA,sometimes,57,55,18
56,male,group B,standard,none,married,sometimes,45,52,18
57,female,group C,free/reduced,completed,married,never,51,58,18
58,female,group C,standard,completed,married,never,65,73,18
59,female,group E,free/reduced,none,widowed,regularly,62,70,18
60,female,group E,standard,none,single,sometimes,70,75,18
62,female,group C,standard,none,married,sometimes,54,66,18
63,female,group E,free/reduced,none,married,sometimes,59,69,18
65,male,group C,standard,none,married,regularly,64,60,18
66,female,group B,standard,completed,divorced,regularly,88,94,18
67,male,group D,free/reduced,none,married,sometimes,24,12,18
68,female,group A,standard,completed,divorced,regularly,66,69,18
69,female,group C,free/reduced,none,married,regularly,37,46,18
70,male,group D,standard,completed,divorced,sometimes,78,75,18
71,female,group C,free/reduced,none,married,regularly,56,61,18
72,female,group D,free/reduced,completed,divorced,regularly,57,70,18
73,female,group B,free/reduced,none,NA,sometimes,70,85,18
74,female,group E,standard,completed,married,regularly,89,90,18
75,male,group D,free/reduced,completed,divorced,never,46,56,18
76,male,group B,free/reduced,none,divorced,sometimes,80,72,18
77,male,group B,free/reduced,NA,single,sometimes,54,48,18
78,female,group D,free/reduced,none,widowed,sometimes,54,65,18
79,female,group B,free/reduced,none,single,never,45,57,18
81,female,group D,standard,none,married,sometimes,57,56,18
82,male,group A,standard,completed,divorced,sometimes,96,92,18
83,female,group B,standard,none,divorced,never,59,78,18
84,female,group D,standard,none,married,sometimes,67,77,18
85,male,group B,standard,NA,married,sometimes,77,68,18
86,male,group B,free/reduced,none,single,never,46,52,18
87,female,group D,standard,none,divorced,regularly,60,81,18
88,male,group A,standard,completed,single,sometimes,80,80,18
89,male,group B,standard,none,widowed,regularly,65,54,18
90,male,group B,free/reduced,none,single,regularly,52,45,18
91,female,group D,standard,none,married,sometimes,63,73,18
92,female,NA,free/reduced,completed,single,never,66,86,18
93,female,group C,free/reduced,none,married,sometimes,54,70,18
94,male,group B,standard,NA,married,regularly,74,73,18
95,male,NA,standard,none,married,regularly,66,76,18
96,male,group A,free/reduced,none,single,regularly,65,52,18
97,female,group D,standard,none,married,regularly,76,86,18
98,male,NA,standard,completed,married,sometimes,89,84,18
99,female,group D,free/reduced,none,married,never,58,76,18
100,male,group B,free/reduced,none,married,sometimes,55,48,18
101,female,group E,standard,none,married,regularly,59,66,18
102,male,group D,free/reduced,none,single,regularly,64,66,18
103,male,group D,standard,NA,single,sometimes,47,40,18
104,male,group D,standard,none,single,sometimes,70,65,18
105,female,group E,free/reduced,completed,married,sometimes,74,87,18
107,female,group E,free/reduced,completed,married,never,46,60,18
108,male,group A,standard,none,single,sometimes,76,66,18
109,male,group C,free/reduced,completed,married,never,57,59,18
110,female,group C,free/reduced,none,married,never,55,64,18
112,male,group C,standard,none,married,sometimes,93,84,18
113,female,group D,standard,NA,divorced,sometimes,59,59,18
114,male,group D,free/reduced,none,married,sometimes,69,59,18
115,female,group D,free/reduced,NA,divorced,sometimes,54,61,18
116,female,group C,standard,none,widowed,sometimes,57,50,18
117,female,group C,standard,completed,widowed,regularly,95,98,18
118,female,group D,free/reduced,none,divorced,regularly,58,61,18
119,female,group A,free/reduced,none,divorced,never,60,59,18
120,female,group D,standard,completed,married,sometimes,61,69,18
121,female,group B,standard,none,married,sometimes,45,52,18
122,female,NA,standard,none,married,regularly,55,56,18
123,male,group C,free/reduced,completed,single,sometimes,61,54,18
124,male,group C,free/reduced,none,divorced,sometimes,50,37,18
125,female,NA,standard,completed,married,sometimes,83,85,18
126,male,group C,free/reduced,none,married,regularly,48,43,18
127,male,group B,free/reduced,none,married,sometimes,46,47,18
129,male,group D,standard,none,NA,sometimes,64,58,18
130,male,group B,standard,none,married,sometimes,92,86,18
131,male,group C,free/reduced,completed,married,sometimes,81,74,18
132,female,group D,free/reduced,NA,single,regularly,74,91,18
133,male,group C,standard,none,married,sometimes,64,60,18
134,male,group D,standard,none,married,regularly,93,94,18
135,female,group D,free/reduced,none,married,sometimes,50,62,18
136,male,NA,free/reduced,none,single,sometimes,75,68,18
137,male,group D,free/reduced,completed,NA,sometimes,81,87,18
138,male,group C,free/reduced,none,married,sometimes,53,62,18
139,female,NA,standard,completed,divorced,sometimes,77,88,18
140,female,group D,standard,none,divorced,sometimes,71,81,18
141,male,group D,standard,NA,NA,sometimes,58,57,18
142,male,group D,standard,completed,married,never,81,78,18
143,male,group A,standard,completed,married,sometimes,63,66,18
144,female,group A,standard,none,divorced,regularly,47,58,18
145,male,group C,free/reduced,none,married,never,31,35,18
146,female,group B,standard,completed,married,sometimes,89,100,18
147,male,NA,free/reduced,completed,divorced,regularly,75,71,18
148,female,group E,standard,none,single,regularly,72,79,18
149,female,group E,free/reduced,none,married,regularly,88,95,18
150,male,group C,free/reduced,none,married,sometimes,62,63,18
151,male,group B,free/reduced,completed,divorced,sometimes,46,41,18
152,female,NA,free/reduced,none,single,never,45,43,18
153,female,group D,standard,none,NA,regularly,84,90,18
154,male,group E,free/reduced,completed,divorced,regularly,54,46,18
155,female,group E,free/reduced,NA,single,regularly,61,57,18
156,male,NA,standard,none,married,regularly,62,58,18
157,male,group D,standard,none,married,sometimes,93,88,18
158,male,group D,free/reduced,none,married,never,52,50,18
159,male,group B,free/reduced,completed,married,sometimes,75,74,18
160,male,group C,free/reduced,NA,married,never,74,68,18
161,male,group A,standard,completed,single,regularly,82,66,18
162,female,group E,standard,none,married,never,79,85,18
163,male,group A,standard,none,married,sometimes,37,41,18
164,female,group D,free/reduced,completed,divorced,regularly,58,62,18
166,male,group C,free/reduced,completed,divorced,never,69,72,18
168,male,group B,standard,completed,married,sometimes,54,44,18
169,female,group B,standard,none,married,regularly,52,48,18
170,female,group D,standard,none,divorced,never,81,95,18
173,female,group D,standard,none,divorced,regularly,54,68,18
174,male,group D,standard,completed,married,sometimes,80,80,18
175,male,group C,free/reduced,completed,married,sometimes,67,64,18
176,male,group D,standard,none,married,regularly,86,84,18
177,female,group D,free/reduced,completed,single,sometimes,65,73,18
178,male,group C,standard,none,married,sometimes,68,71,18
179,female,group C,free/reduced,completed,married,regularly,72,94,18
180,female,group D,standard,completed,married,regularly,88,100,18
181,female,group D,free/reduced,NA,NA,sometimes,40,53,18
182,male,group C,free/reduced,completed,married,sometimes,59,71,18
183,female,group D,free/reduced,NA,married,regularly,61,75,18
184,female,group A,free/reduced,completed,married,regularly,54,67,18
185,female,group A,free/reduced,none,single,sometimes,64,65,18
186,female,group C,free/reduced,none,single,sometimes,70,81,18
187,female,group B,free/reduced,none,married,sometimes,63,57,18
188,male,group D,free/reduced,none,divorced,NA,84,77,18
189,male,group E,standard,none,married,never,99,96,18
190,male,group D,standard,none,single,sometimes,71,69,18
191,male,group D,standard,none,married,sometimes,90,79,18
192,female,group C,free/reduced,NA,divorced,never,51,66,18
193,male,NA,standard,none,single,sometimes,57,53,18
194,female,group C,free/reduced,none,married,sometimes,49,65,18
195,female,group B,standard,none,single,sometimes,80,77,18
196,female,group A,standard,none,single,sometimes,47,54,18
198,female,group D,free/reduced,none,single,sometimes,69,80,18
199,female,group C,free/reduced,completed,single,regularly,46,56,18
200,female,group B,standard,NA,married,sometimes,72,81,18
201,male,group D,standard,none,NA,regularly,73,70,18
202,female,group D,free/reduced,none,married,regularly,50,56,18
203,male,group C,standard,completed,single,never,64,59,18
204,male,group B,free/reduced,completed,divorced,sometimes,63,64,18
205,male,group C,standard,completed,married,regularly,68,67,18
206,male,group C,free/reduced,none,married,regularly,51,46,18
207,male,group C,standard,completed,divorced,sometimes,65,66,18
208,female,group C,standard,none,single,sometimes,46,60,18
209,male,group A,standard,completed,married,regularly,62,54,18
210,female,group C,standard,completed,married,never,75,88,18
211,male,group C,free/reduced,NA,married,sometimes,74,66,18
212,female,group E,free/reduced,completed,single,sometimes,78,88,18
213,female,group A,standard,completed,single,regularly,70,80,18
214,male,group C,standard,none,single,sometimes,75,72,18
216,female,group B,standard,none,divorced,sometimes,49,59,18
217,female,group B,standard,completed,married,sometimes,82,86,18
218,female,group C,free/reduced,none,NA,sometimes,53,68,18
219,male,group E,standard,none,married,sometimes,97,80,18
220,male,group C,standard,completed,NA,sometimes,61,70,18
221,female,group D,standard,none,married,never,59,57,18
222,female,group E,standard,none,married,sometimes,74,68,18
223,female,group C,free/reduced,none,widowed,sometimes,63,75,18
225,male,group B,standard,none,divorced,sometimes,56,56,18
226,female,group C,standard,none,married,regularly,72,74,18
227,female,group B,standard,completed,single,sometimes,84,97,18
228,female,group C,free/reduced,none,married,sometimes,59,74,18
229,female,group D,free/reduced,completed,married,never,50,66,18
230,male,group B,standard,completed,single,NA,52,51,18
231,female,group A,free/reduced,completed,married,sometimes,72,96,18
232,female,group C,standard,none,single,regularly,63,90,18
233,female,group D,free/reduced,NA,single,sometimes,67,83,18
234,male,group C,free/reduced,none,single,sometimes,40,39,18
235,male,group E,standard,completed,married,regularly,93,88,18
236,male,group D,standard,none,divorced,sometimes,90,88,18
237,male,group C,standard,none,married,regularly,69,66,18
238,male,group C,free/reduced,completed,divorced,sometimes,62,71,18
239,female,group D,free/reduced,none,married,sometimes,54,59,18
240,female,group D,standard,completed,divorced,regularly,76,92,18
242,female,group C,standard,completed,married,regularly,58,78,18
243,female,group D,standard,none,married,sometimes,75,75,18
244,female,group D,standard,none,divorced,never,66,85,18
246,female,group C,free/reduced,none,single,regularly,63,73,18
248,female,group C,free/reduced,none,married,sometimes,31,43,18
249,male,NA,standard,none,single,never,68,65,18
250,male,group C,standard,none,NA,sometimes,77,75,18
251,male,group E,standard,none,married,NA,97,82,18
252,female,group C,free/reduced,none,married,sometimes,55,70,18
253,male,group E,free/reduced,none,married,regularly,80,66,18
254,female,group A,standard,none,married,NA,72,88,18
255,female,group D,standard,completed,NA,sometimes,51,66,18
256,male,group B,standard,none,divorced,regularly,51,58,18
257,male,group A,standard,NA,single,regularly,66,69,18
258,female,group D,standard,none,married,never,75,83,18
260,male,group C,standard,completed,married,never,55,59,18
261,male,NA,free/reduced,NA,single,sometimes,62,54,18
262,female,group E,standard,none,divorced,sometimes,75,70,18
263,male,group B,free/reduced,none,married,regularly,62,64,18
264,female,group B,free/reduced,none,single,never,50,61,18
265,female,group E,standard,none,single,regularly,75,76,18
266,male,group D,free/reduced,none,single,never,60,61,18
267,male,group C,standard,completed,NA,never,75,68,18
268,male,group C,free/reduced,none,married,sometimes,56,55,18
269,male,group D,standard,completed,married,regularly,63,55,18
270,male,group C,free/reduced,NA,divorced,sometimes,40,37,18
271,male,group B,standard,none,married,sometimes,74,57,18
272,female,group B,standard,completed,married,sometimes,52,51,18
273,female,group B,standard,none,married,regularly,84,83,18
274,female,group B,standard,completed,married,regularly,70,81,18
275,female,group E,standard,completed,married,never,77,86,18
276,female,group B,standard,completed,married,never,62,83,18
277,female,group B,free/reduced,NA,married,regularly,71,83,18
278,female,group C,free/reduced,none,married,regularly,62,76,18
279,female,group B,standard,none,married,sometimes,59,71,18
280,female,group C,standard,none,married,sometimes,52,51,18
281,female,group E,free/reduced,completed,NA,never,62,83,18
282,male,group C,standard,completed,married,sometimes,95,85,18
283,female,group C,free/reduced,none,married,sometimes,61,70,18
284,male,group D,standard,completed,NA,regularly,56,54,18
285,female,group B,standard,completed,divorced,sometimes,79,88,18
286,female,group E,standard,none,married,sometimes,48,61,18
287,male,group B,free/reduced,none,married,regularly,48,49,18
288,female,group D,free/reduced,none,married,sometimes,53,60,18
289,male,group C,free/reduced,none,married,never,68,54,18
290,female,group D,standard,none,single,regularly,79,89,18
291,female,group C,standard,none,married,regularly,71,79,18
292,male,group C,standard,none,married,NA,45,34,18
293,female,group E,free/reduced,none,married,regularly,36,50,18
294,female,group C,standard,none,married,regularly,52,57,18
295,male,NA,standard,completed,NA,sometimes,65,65,18
296,female,group B,free/reduced,completed,married,sometimes,46,61,18
297,female,group C,standard,completed,divorced,regularly,55,70,18
298,female,group B,free/reduced,none,NA,sometimes,65,59,18
299,male,group D,free/reduced,none,single,regularly,62,57,18
300,male,group D,free/reduced,NA,married,sometimes,66,68,18
301,female,group E,free/reduced,completed,married,sometimes,83,93,18
302,female,group E,standard,none,divorced,sometimes,79,85,18
303,female,group E,free/reduced,completed,married,never,80,96,18
304,male,group C,free/reduced,none,divorced,regularly,62,64,18
305,male,group D,standard,none,single,sometimes,67,68,18
306,female,group D,free/reduced,none,married,sometimes,57,69,18
307,male,group D,standard,completed,single,sometimes,75,78,18
308,male,group E,free/reduced,completed,married,sometimes,80,80,18
309,male,group B,standard,completed,married,sometimes,88,84,18
310,male,group C,standard,none,single,sometimes,80,66,18
311,male,group B,standard,NA,single,sometimes,74,80,18
312,female,group D,free/reduced,none,single,regularly,51,71,18
313,female,group B,standard,none,married,regularly,80,92,18
314,female,group D,standard,completed,married,sometimes,84,94,18
315,male,group C,standard,none,single,never,54,56,18
316,female,group D,standard,none,married,sometimes,62,76,18
317,male,group B,standard,none,single,sometimes,76,78,18
318,male,NA,standard,none,married,sometimes,68,54,18
319,female,group D,free/reduced,completed,single,sometimes,56,76,18
320,male,group C,free/reduced,none,divorced,sometimes,54,54,18
321,male,group E,free/reduced,completed,married,sometimes,64,73,18
322,female,group C,free/reduced,NA,single,never,52,70,18
323,male,group C,standard,none,married,NA,86,80,18
324,female,group B,free/reduced,none,single,sometimes,63,69,18
325,female,NA,standard,completed,married,sometimes,65,69,18
326,male,group B,standard,none,divorced,sometimes,58,61,18
327,male,group B,free/reduced,completed,single,regularly,84,82,18
328,female,group D,standard,none,married,never,59,75,18
329,male,group C,free/reduced,NA,married,sometimes,53,50,18
331,female,NA,free/reduced,none,married,sometimes,53,70,18
333,female,group E,free/reduced,none,single,sometimes,72,77,18
334,female,group E,free/reduced,completed,widowed,regularly,98,99,18
335,male,group C,free/reduced,none,single,never,53,54,18
336,female,group C,standard,none,married,regularly,69,82,18
337,male,group E,standard,none,married,sometimes,61,52,18
338,male,group D,free/reduced,none,single,sometimes,56,63,18
339,female,group B,standard,none,married,never,70,75,18
340,male,group D,free/reduced,completed,married,sometimes,55,55,18
341,female,group B,standard,none,married,sometimes,51,62,18
342,female,group D,free/reduced,NA,married,regularly,51,64,18
343,male,group D,standard,none,married,regularly,56,56,18
344,female,group A,free/reduced,none,NA,regularly,73,88,18
345,female,group D,standard,none,married,sometimes,71,77,18
346,female,group C,free/reduced,NA,divorced,sometimes,31,53,18
347,male,group C,free/reduced,NA,married,sometimes,77,75,18
348,male,group C,standard,none,NA,never,62,61,18
349,male,group D,standard,completed,married,never,49,49,18
350,male,group E,free/reduced,completed,married,sometimes,54,56,18
351,female,NA,standard,none,single,regularly,57,64,18
352,female,group A,standard,completed,divorced,regularly,54,64,18
353,female,group D,free/reduced,none,married,never,69,86,18
354,female,group D,standard,none,married,regularly,81,77,18
355,male,group C,standard,completed,divorced,sometimes,100,84,18
356,male,NA,standard,none,married,sometimes,54,50,18
357,male,group A,standard,none,married,regularly,80,69,18
358,male,group D,free/reduced,none,single,regularly,61,55,18
359,male,group B,standard,none,married,regularly,70,65,18
360,female,group D,standard,none,married,regularly,78,87,18
361,male,group D,standard,completed,single,never,76,64,18
362,male,group E,standard,none,married,sometimes,71,62,18
363,female,group D,free/reduced,completed,single,sometimes,31,58,18
364,female,NA,standard,completed,divorced,never,65,65,18
365,female,group D,standard,completed,married,sometimes,70,71,18
367,female,group E,standard,completed,married,sometimes,88,95,18
368,female,group E,standard,completed,married,sometimes,83,86,18
369,female,group D,standard,none,married,regularly,63,71,18
370,female,group D,free/reduced,none,married,regularly,50,53,18
371,male,group D,standard,NA,widowed,sometimes,68,73,18
372,female,group D,standard,none,widowed,regularly,55,59,18
373,female,group D,standard,none,married,never,63,71,18
374,male,group D,free/reduced,none,married,sometimes,59,43,18
375,male,group E,free/reduced,none,widowed,regularly,73,78,18
376,female,group C,free/reduced,none,married,sometimes,37,48,18
377,female,group C,free/reduced,completed,married,sometimes,40,50,18
378,male,group B,standard,completed,married,sometimes,84,83,18
379,female,group C,standard,none,married,never,66,83,18
380,male,group B,standard,none,single,regularly,73,57,18
381,female,group B,free/reduced,none,divorced,sometimes,50,62,18
382,female,group C,free/reduced,completed,divorced,sometimes,44,52,18
383,male,group B,standard,none,single,never,58,59,18
384,male,group C,standard,none,married,regularly,84,76,18
385,female,group B,standard,none,single,regularly,59,63,18
386,male,group D,standard,completed,married,regularly,83,79,18
387,female,group B,free/reduced,completed,married,regularly,51,63,18
388,male,group B,standard,none,married,regularly,79,82,18
389,male,group E,free/reduced,NA,married,regularly,78,64,18
390,male,group B,free/reduced,none,single,sometimes,47,45,18
391,female,group C,standard,none,single,sometimes,66,74,18
392,female,group D,free/reduced,none,married,sometimes,71,86,18
393,female,group E,standard,completed,single,regularly,80,74,18
394,male,group D,standard,none,divorced,regularly,77,77,18
395,male,group B,free/reduced,none,married,regularly,40,45,18
396,male,group C,standard,completed,married,sometimes,89,92,18
397,male,group C,standard,completed,single,sometimes,64,59,18
398,male,group C,standard,none,married,regularly,78,78,18
399,male,group C,standard,none,married,sometimes,67,60,18
400,female,group C,standard,completed,divorced,sometimes,72,67,18
401,male,group D,standard,completed,divorced,regularly,93,89,18
402,female,group D,standard,NA,widowed,regularly,63,68,18
403,male,group B,standard,completed,married,sometimes,81,78,18
404,male,group C,standard,none,single,sometimes,96,87,18
405,male,group D,standard,completed,divorced,sometimes,76,69,18
406,female,group E,standard,completed,divorced,sometimes,83,79,18
407,female,group E,free/reduced,none,married,sometimes,63,56,18
408,male,group C,free/reduced,none,married,regularly,55,48,18
409,female,group D,standard,completed,married,regularly,70,91,18
410,female,group D,free/reduced,completed,married,sometimes,66,77,18
413,male,group B,free/reduced,completed,married,sometimes,58,68,18
415,female,group B,standard,none,married,NA,70,80,18
416,male,group C,free/reduced,none,married,never,73,78,18
417,female,group D,standard,none,single,sometimes,37,41,18
418,female,group C,standard,none,married,sometimes,85,87,18
419,female,group C,free/reduced,completed,married,sometimes,79,90,18
420,female,group D,free/reduced,none,divorced,regularly,51,65,18
421,female,group D,standard,completed,married,sometimes,66,78,18
422,female,group C,standard,completed,single,never,42,53,18
423,female,group E,standard,none,married,sometimes,89,75,18
424,female,group D,free/reduced,none,married,sometimes,43,60,18
426,male,group D,free/reduced,none,married,never,68,71,18
427,male,group E,standard,none,divorced,sometimes,96,86,18
428,male,group B,standard,completed,married,sometimes,77,72,18
429,male,group C,standard,none,single,sometimes,66,58,18
430,female,group C,standard,none,married,sometimes,43,53,18
433,male,group C,standard,none,divorced,regularly,57,45,18
434,male,group C,standard,none,divorced,sometimes,61,54,18
435,male,group D,standard,none,married,sometimes,90,81,18
437,male,group C,standard,none,divorced,sometimes,65,65,18
438,female,group E,standard,none,single,regularly,83,90,18
439,female,group B,standard,none,married,sometimes,63,74,18
440,male,group C,standard,none,married,regularly,45,39,18
441,female,group D,standard,none,married,sometimes,77,87,18
442,female,group A,standard,none,married,regularly,37,50,18
443,male,group D,standard,none,married,regularly,81,82,18
444,male,group E,standard,none,married,regularly,86,83,18
445,male,group D,standard,none,married,sometimes,58,47,18
446,male,group C,free/reduced,none,single,sometimes,68,68,18
447,male,group A,free/reduced,completed,married,sometimes,68,68,18
449,female,NA,free/reduced,completed,widowed,regularly,62,60,18
451,male,group E,free/reduced,completed,divorced,regularly,84,86,18
452,male,group D,free/reduced,NA,married,regularly,60,62,18
453,female,group D,free/reduced,completed,married,regularly,61,76,18
454,female,group C,standard,completed,NA,sometimes,77,75,18
455,female,group D,free/reduced,NA,single,regularly,53,61,18
456,female,group B,standard,completed,married,sometimes,93,100,18
457,male,group E,standard,completed,married,sometimes,100,95,18
458,female,group B,standard,none,married,regularly,47,59,18
459,female,group B,standard,completed,divorced,never,68,75,18
460,male,group A,standard,none,divorced,sometimes,50,59,18
461,female,group D,free/reduced,none,married,regularly,55,70,18
462,female,group C,standard,NA,married,sometimes,96,93,18
463,male,group E,free/reduced,none,married,regularly,58,49,18
464,female,group D,standard,completed,married,regularly,65,79,18
465,male,group C,free/reduced,none,divorced,sometimes,65,71,18
466,male,group E,standard,none,widowed,sometimes,80,80,18
467,female,group D,free/reduced,completed,married,regularly,61,75,18
468,male,group E,free/reduced,none,single,never,63,65,18
469,male,group C,standard,none,single,regularly,71,59,18
470,female,group B,standard,none,married,regularly,52,61,18
471,male,group D,standard,none,single,sometimes,81,89,18
472,female,group B,standard,completed,married,sometimes,73,80,18
473,male,group C,standard,completed,single,sometimes,66,72,18
474,female,group B,free/reduced,none,NA,regularly,45,59,18
475,male,group A,standard,none,married,regularly,61,53,18
476,male,group B,free/reduced,none,single,sometimes,46,42,18
477,female,group D,standard,none,single,sometimes,53,73,18
478,female,group B,standard,none,single,NA,90,99,18
479,male,group C,standard,none,divorced,sometimes,57,50,18
480,male,group C,free/reduced,completed,married,regularly,45,44,18
481,male,NA,standard,completed,single,sometimes,78,70,18
482,female,group C,free/reduced,none,married,sometimes,41,49,18
483,male,group E,standard,completed,divorced,sometimes,93,92,18
484,female,group C,standard,NA,single,sometimes,77,91,18
485,male,group A,standard,none,married,regularly,69,67,18
486,female,group B,free/reduced,none,single,sometimes,77,82,18
487,female,group C,free/reduced,completed,married,regularly,81,97,18
488,male,group D,standard,completed,married,never,80,76,18
489,male,group C,standard,none,single,never,72,81,18
490,female,group C,free/reduced,none,married,regularly,31,46,18
491,female,group B,standard,completed,divorced,regularly,81,92,18
492,female,group C,standard,none,divorced,sometimes,74,78,18
493,female,group D,free/reduced,none,divorced,regularly,65,74,18
494,female,group C,free/reduced,none,married,sometimes,78,80,18
495,female,group E,free/reduced,completed,single,sometimes,59,68,18
496,female,group C,standard,completed,married,sometimes,75,75,18
497,female,group D,standard,completed,married,sometimes,84,93,18
498,female,group C,free/reduced,completed,single,sometimes,33,51,18
499,female,group C,standard,completed,single,regularly,73,85,18
500,female,group C,free/reduced,none,married,sometimes,41,63,18
501,female,group C,standard,completed,single,never,46,55,18
502,female,group A,standard,completed,married,sometimes,78,84,18
503,male,group C,free/reduced,completed,married,regularly,50,49,18
504,male,group B,free/reduced,NA,married,sometimes,67,59,18
505,female,group A,free/reduced,none,NA,regularly,37,58,18
506,female,group C,standard,none,married,regularly,95,100,18
507,female,group C,standard,none,divorced,never,78,84,18
508,male,group D,free/reduced,none,single,regularly,75,71,18
509,female,group B,free/reduced,none,divorced,sometimes,59,80,18
510,female,group D,standard,completed,married,sometimes,61,61,18
511,female,group E,standard,none,divorced,never,63,59,18
512,female,group B,free/reduced,completed,married,sometimes,60,71,18
513,male,group D,standard,none,single,regularly,79,65,18
514,male,group E,standard,completed,married,regularly,100,92,18
515,female,group D,standard,none,married,sometimes,69,66,18
516,female,group C,standard,none,divorced,regularly,53,68,18
517,male,group D,free/reduced,completed,married,sometimes,50,59,18
518,male,group C,standard,none,divorced,regularly,52,46,18
519,female,group C,standard,none,married,sometimes,61,74,18
520,female,group C,standard,none,single,never,72,76,18
521,male,group C,standard,none,divorced,never,43,37,18
522,male,group C,standard,none,married,sometimes,35,39,18
523,female,NA,standard,completed,single,regularly,88,91,18
524,male,group C,standard,none,married,regularly,59,51,18
525,female,group B,standard,none,married,sometimes,61,75,18
526,male,group C,standard,completed,single,sometimes,97,87,18
527,female,group C,standard,none,divorced,regularly,66,76,18
528,female,group C,free/reduced,none,single,never,49,63,18
529,male,group B,free/reduced,completed,married,sometimes,70,86,18
530,male,group C,free/reduced,none,married,regularly,67,63,18
531,male,group C,standard,none,married,regularly,75,63,18
532,male,group C,free/reduced,completed,married,regularly,81,76,18
533,male,group C,free/reduced,none,married,regularly,43,60,18
534,male,group D,standard,none,married,regularly,100,94,18
535,female,group B,standard,none,married,regularly,65,74,18
536,female,group A,free/reduced,completed,married,regularly,62,68,18
537,female,group D,free/reduced,completed,married,never,61,69,18
538,female,group A,standard,none,married,sometimes,52,52,18
539,male,group A,standard,none,married,regularly,61,56,18
540,female,group D,standard,none,divorced,sometimes,71,71,18
541,female,group C,standard,completed,married,sometimes,86,98,18
542,male,group E,free/reduced,completed,single,sometimes,98,84,18
543,female,group E,free/reduced,completed,married,sometimes,78,79,18
544,male,group C,standard,completed,NA,regularly,73,69,18
545,female,group D,standard,NA,married,regularly,80,86,18
546,female,group C,free/reduced,completed,married,sometimes,59,82,18
548,male,group D,standard,none,married,sometimes,75,66,18
549,female,group D,free/reduced,completed,widowed,sometimes,47,64,18
550,male,group C,standard,none,married,sometimes,62,64,18
551,female,group B,standard,completed,married,sometimes,59,81,18
552,female,group C,standard,completed,married,never,54,67,18
553,male,NA,standard,none,single,regularly,82,77,18
554,female,group B,standard,NA,single,never,35,50,18
555,male,group D,standard,completed,married,sometimes,80,68,18
556,male,group B,free/reduced,none,single,never,10,12,18
557,female,group C,standard,NA,widowed,never,60,65,18
558,female,group D,free/reduced,NA,divorced,sometimes,78,82,18
559,male,group B,free/reduced,completed,married,sometimes,79,76,18
560,male,group E,standard,none,single,sometimes,100,73,18
561,male,group A,standard,none,married,sometimes,64,60,18
562,female,group D,free/reduced,none,married,regularly,41,50,18
563,female,group A,standard,completed,divorced,sometimes,85,81,18
564,female,group B,standard,none,divorced,sometimes,55,62,18
565,male,group C,standard,none,married,regularly,75,63,18
566,male,group C,standard,none,married,sometimes,58,46,18
567,female,group C,free/reduced,none,single,sometimes,54,70,18
568,female,group A,standard,none,married,never,65,81,18
569,female,group A,standard,completed,single,sometimes,57,74,18
571,male,group B,standard,none,married,sometimes,84,86,18
572,male,group E,standard,none,married,sometimes,67,57,18
573,male,group D,standard,completed,married,never,45,42,18
574,male,group D,free/reduced,completed,married,sometimes,70,74,18
575,female,group D,standard,completed,married,sometimes,49,60,18
576,male,group E,standard,none,divorced,never,81,74,18
577,male,group C,standard,none,single,regularly,71,64,18
578,female,group C,standard,completed,married,never,64,74,18
579,male,group D,standard,completed,married,sometimes,93,96,18
580,female,group D,standard,none,NA,regularly,90,93,18
581,male,group C,standard,none,married,never,80,79,18
582,male,group A,free/reduced,none,single,sometimes,52,58,18
583,female,group C,free/reduced,none,single,sometimes,50,59,18
584,female,group D,free/reduced,completed,divorced,sometimes,32,39,18
585,male,group A,standard,none,divorced,sometimes,56,62,18
586,female,group C,standard,completed,married,regularly,60,68,18
587,female,group B,free/reduced,completed,married,sometimes,46,66,18
589,male,NA,standard,NA,divorced,sometimes,79,82,18
590,male,group C,standard,completed,NA,regularly,100,95,18
591,female,group E,free/reduced,NA,divorced,NA,65,67,18
592,male,group D,standard,none,married,sometimes,62,59,18
593,female,group C,free/reduced,none,divorced,regularly,40,51,18
594,female,group E,free/reduced,completed,married,regularly,60,73,18
595,female,group C,free/reduced,none,married,regularly,71,82,18
596,female,group C,standard,none,divorced,sometimes,86,92,18
597,female,group B,standard,none,divorced,regularly,70,84,18
598,female,group B,standard,none,single,regularly,61,68,18
599,male,group D,standard,completed,single,regularly,99,90,18
601,female,group C,standard,completed,married,regularly,83,100,18
602,male,group D,standard,none,married,regularly,66,63,18
603,male,group C,free/reduced,completed,married,sometimes,43,44,18
604,female,group D,standard,none,married,sometimes,77,84,18
606,male,group A,free/reduced,none,divorced,never,71,70,18
607,male,group C,free/reduced,none,married,never,26,18,18
