X,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,start_x,school
846,female,group C,some college,standard,none,single,sometimes,yes,0,NA,< 5,65,73,72,0,18
847,male,group E,associate's degree,standard,none,married,regularly,yes,5,school_bus,< 5,96,91,86,0,18
848,female,group A,NA,standard,none,married,never,yes,0,private,> 10,77,86,85,0,18
849,female,group D,master's degree,standard,none,married,regularly,yes,0,private,< 5,96,100,100,0,18
850,female,group C,master's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,48,51,52,0,18
851,female,group B,high school,standard,none,married,sometimes,no,3,school_bus,< 5,60,60,58,0,18
852,male,group B,some college,standard,completed,married,regularly,yes,1,school_bus,10-May,67,77,74,0,18
853,male,group D,some college,free/reduced,none,married,regularly,yes,1,school_bus,10-May,76,65,70,0,18
854,male,group C,some college,standard,none,married,sometimes,NA,2,private,10-May,93,81,81,0,18
855,male,group C,bachelor's degree,standard,none,single,never,yes,2,school_bus,10-May,74,75,72,0,18
857,male,group B,high school,standard,NA,married,sometimes,no,1,school_bus,10-May,85,81,83,0,18
858,male,group C,associate's degree,standard,completed,married,regularly,yes,1,school_bus,10-May,94,92,91,0,18
859,male,group C,master's degree,free/reduced,none,single,sometimes,yes,3,private,10-May,54,57,51,0,18
860,male,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,10-May,63,61,60,0,18
861,female,group E,associate's degree,standard,none,NA,sometimes,yes,1,private,10-May,97,97,95,0,18
862,male,NA,some high school,free/reduced,completed,single,regularly,no,1,NA,10-May,50,51,50,0,18
864,female,group C,some high school,standard,NA,single,regularly,NA,NA,school_bus,10-May,46,43,48,0,18
865,male,group D,some high school,standard,completed,widowed,sometimes,yes,3,private,< 5,80,79,76,0,18
866,female,group B,some college,free/reduced,completed,married,regularly,no,4,NA,10-May,55,60,62,0,18
867,male,group D,associate's degree,standard,none,married,regularly,yes,0,private,10-May,92,79,78,0,18
868,female,group A,some college,standard,completed,NA,regularly,yes,0,school_bus,> 10,89,91,100,0,18
869,female,group D,high school,standard,none,married,regularly,yes,0,school_bus,10-May,53,62,55,0,18
870,male,group D,master's degree,free/reduced,none,married,regularly,yes,0,school_bus,< 5,60,60,57,0,18
871,male,group E,some college,free/reduced,none,divorced,sometimes,no,1,private,10-May,61,56,46,0,18
872,female,group D,high school,free/reduced,none,married,sometimes,no,2,NA,10-May,61,73,76,0,18
873,male,group B,some college,free/reduced,none,married,regularly,yes,4,private,10-May,46,45,45,0,18
874,female,group B,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,54,66,69,0,18
875,female,group D,bachelor's degree,standard,none,married,never,yes,1,school_bus,10-May,85,94,93,0,18
876,male,group B,associate's degree,free/reduced,none,divorced,regularly,yes,1,school_bus,10-May,60,66,57,0,18
877,male,group A,some college,standard,completed,divorced,sometimes,yes,6,private,< 5,62,60,61,0,18
878,female,group D,some high school,free/reduced,none,married,regularly,yes,1,private,10-May,22,37,32,0,18
880,female,group B,some high school,standard,completed,divorced,regularly,yes,3,school_bus,10-May,72,81,82,0,18
881,female,group C,some high school,free/reduced,completed,married,sometimes,yes,1,private,> 10,66,77,78,0,18
882,female,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,2,school_bus,10-May,85,96,100,0,18
883,female,group D,some high school,standard,completed,single,regularly,no,NA,school_bus,10-May,61,56,68,0,18
884,male,group C,associate's degree,free/reduced,none,married,regularly,yes,2,private,10-May,53,60,56,0,18
885,female,group E,some college,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,65,72,70,0,18
886,female,group B,high school,standard,none,single,sometimes,no,3,private,< 5,53,49,50,0,18
887,male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,64,68,65,0,18
888,male,group D,NA,free/reduced,NA,married,never,yes,3,school_bus,10-May,50,48,39,0,18
889,male,group C,some high school,standard,completed,married,sometimes,no,1,school_bus,10-May,72,68,69,0,18
890,male,NA,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,83,77,76,0,18
891,male,group A,some high school,free/reduced,none,married,sometimes,no,2,school_bus,< 5,57,53,47,0,18
893,male,group B,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,10-May,84,71,72,0,18
894,female,group C,some college,standard,none,single,regularly,NA,NA,private,< 5,67,77,74,0,18
895,female,group D,some college,free/reduced,none,married,NA,no,2,private,10-May,81,92,92,0,18
896,male,group B,some high school,free/reduced,none,single,sometimes,no,4,private,10-May,68,67,66,0,18
897,male,group B,high school,standard,completed,single,regularly,yes,3,private,10-May,57,50,54,0,18
898,female,group E,some high school,standard,completed,married,regularly,yes,NA,NA,10-May,97,96,97,0,18
899,male,group D,associate's degree,free/reduced,none,single,regularly,no,3,private,10-May,71,65,64,0,18
900,male,group E,some college,free/reduced,completed,married,regularly,yes,2,NA,10-May,71,78,74,0,18
901,male,group B,bachelor's degree,free/reduced,completed,single,never,NA,1,private,NA,47,57,51,0,18
903,female,group B,some high school,standard,none,single,never,yes,5,school_bus,10-May,55,65,59,0,18
904,male,group D,high school,standard,none,married,sometimes,yes,1,school_bus,NA,66,65,67,0,18
905,male,group C,some college,standard,completed,single,sometimes,yes,3,school_bus,< 5,84,75,76,0,18
906,female,NA,high school,free/reduced,none,married,sometimes,yes,7,school_bus,10-May,45,42,48,0,18
907,male,group C,some high school,standard,completed,married,sometimes,yes,0,school_bus,< 5,61,54,59,0,18
908,female,group E,some college,free/reduced,none,single,regularly,yes,4,NA,> 10,62,71,65,0,18
909,male,group A,some high school,standard,none,married,sometimes,yes,2,school_bus,10-May,60,59,56,0,18
910,male,group C,high school,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,54,55,49,0,18
911,female,group B,master's degree,standard,none,NA,sometimes,no,4,private,10-May,58,73,73,0,18
912,male,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,0,school_bus,> 10,66,71,77,0,18
913,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,5,private,< 5,64,71,69,0,18
914,male,group B,some college,standard,none,married,regularly,no,4,school_bus,< 5,61,55,55,0,18
915,female,group C,high school,free/reduced,NA,single,regularly,no,1,school_bus,< 5,58,64,64,0,18
916,male,group A,high school,standard,none,married,sometimes,no,NA,school_bus,> 10,74,65,62,0,18
917,male,group C,some high school,standard,none,divorced,sometimes,yes,0,NA,10-May,44,53,46,0,18
918,male,group C,high school,standard,none,married,sometimes,yes,2,NA,10-May,76,82,72,0,18
919,male,NA,some high school,free/reduced,completed,married,sometimes,no,1,private,< 5,64,76,67,0,18
920,male,group D,master's degree,free/reduced,none,single,never,yes,0,school_bus,10-May,65,65,66,0,18
921,female,NA,some high school,standard,completed,NA,sometimes,yes,1,NA,> 10,43,49,54,0,18
922,male,group C,some high school,standard,none,married,sometimes,NA,1,private,10-May,69,56,55,0,18
923,female,group E,high school,free/reduced,completed,single,regularly,yes,1,school_bus,< 5,54,68,63,0,18
924,female,group C,high school,standard,completed,married,regularly,no,3,private,10-May,85,96,98,0,18
925,female,group D,bachelor's degree,free/reduced,completed,divorced,regularly,no,3,school_bus,< 5,73,90,91,0,18
926,female,group C,NA,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,48,69,66,0,18
927,female,group C,associate's degree,free/reduced,none,married,sometimes,no,2,private,10-May,47,54,50,0,18
928,male,group D,high school,standard,none,married,sometimes,no,3,school_bus,> 10,89,87,83,0,18
929,female,group B,some high school,standard,NA,married,never,yes,3,NA,10-May,75,75,73,0,18
930,female,group C,some college,free/reduced,none,married,regularly,no,1,private,> 10,36,52,44,0,18
931,male,group C,NA,free/reduced,none,divorced,sometimes,yes,1,NA,< 5,73,81,72,0,18
932,male,group C,associate's degree,standard,completed,single,regularly,no,2,private,< 5,84,67,72,0,18
933,female,group D,bachelor's degree,standard,none,married,sometimes,yes,2,NA,< 5,89,97,98,0,18
934,male,group D,some college,standard,none,NA,regularly,yes,3,NA,10-May,65,66,64,0,18
936,male,group D,some college,standard,completed,divorced,sometimes,no,1,private,10-May,74,75,80,0,18
937,male,group C,some high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,83,82,88,0,18
938,female,group C,some college,free/reduced,completed,single,sometimes,yes,1,school_bus,10-May,70,82,83,0,18
939,female,group C,some high school,standard,completed,divorced,sometimes,yes,1,private,10-May,63,74,73,0,18
941,female,group D,some high school,free/reduced,completed,divorced,regularly,no,4,school_bus,10-May,32,57,60,0,18
942,male,group D,associate's degree,standard,none,NA,never,yes,1,private,10-May,73,69,62,0,18
943,female,group C,some college,standard,none,married,sometimes,no,1,private,10-May,47,61,59,0,18
944,male,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,> 10,74,68,67,0,18
945,female,NA,NA,standard,completed,divorced,regularly,no,3,private,< 5,90,92,97,0,18
946,female,group D,some high school,standard,none,divorced,sometimes,yes,3,school_bus,10-May,60,53,58,0,18
947,female,group B,master's degree,standard,completed,single,regularly,yes,1,private,< 5,86,100,100,0,18
948,female,group B,master's degree,standard,none,married,never,yes,1,school_bus,10-May,63,63,61,0,18
949,female,group C,associate's degree,standard,none,married,regularly,no,4,school_bus,> 10,84,91,83,0,18
950,female,group D,some college,free/reduced,none,divorced,NA,no,NA,school_bus,10-May,25,40,33,0,18
951,male,group C,some high school,free/reduced,NA,single,never,no,4,school_bus,> 10,43,37,29,0,18
952,female,group B,some college,free/reduced,completed,married,regularly,yes,2,NA,< 5,47,58,60,0,18
953,male,group E,some college,standard,completed,single,sometimes,yes,1,NA,< 5,97,88,84,0,18
954,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,NA,< 5,32,38,32,0,18
955,female,group C,some college,standard,none,single,regularly,yes,1,NA,< 5,76,84,78,0,18
956,male,group D,associate's degree,standard,none,married,regularly,yes,2,private,> 10,64,61,61,0,18
957,female,group E,bachelor's degree,standard,none,divorced,sometimes,yes,7,school_bus,> 10,67,76,71,0,18
958,female,group B,associate's degree,free/reduced,none,married,regularly,NA,4,school_bus,< 5,45,53,50,0,18
959,male,group D,high school,free/reduced,none,married,regularly,yes,2,NA,10-May,57,29,42,0,18
960,female,NA,high school,standard,none,married,regularly,yes,1,school_bus,10-May,66,77,76,0,18
961,male,group D,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,> 10,95,89,94,0,18
962,male,group C,some high school,standard,none,single,sometimes,yes,5,school_bus,10-May,56,50,46,0,18
963,male,group E,some college,free/reduced,none,married,never,yes,1,school_bus,10-May,69,73,67,0,18
964,female,group C,bachelor's degree,standard,none,married,regularly,yes,4,school_bus,10-May,75,82,83,0,18
965,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,10-May,59,71,74,0,18
966,female,group C,high school,free/reduced,none,married,sometimes,yes,3,private,> 10,53,66,70,0,18
967,male,group E,some college,standard,NA,married,never,no,3,school_bus,< 5,78,79,77,0,18
969,female,NA,associate's degree,standard,NA,married,sometimes,yes,1,private,< 5,50,58,54,0,18
970,male,group B,high school,standard,none,married,sometimes,yes,1,school_bus,NA,75,73,73,0,18
971,female,group C,some high school,free/reduced,none,married,regularly,yes,1,private,10-May,39,53,54,0,18
972,female,group C,associate's degree,standard,none,divorced,regularly,yes,1,school_bus,> 10,66,76,74,0,18
974,female,group C,master's degree,standard,none,single,never,yes,3,private,10-May,75,72,75,0,18
976,female,group D,some high school,standard,NA,divorced,sometimes,yes,2,private,10-May,89,91,99,0,18
977,male,group D,bachelor's degree,standard,none,single,sometimes,yes,2,private,10-May,55,61,60,0,18
978,female,group D,master's degree,standard,none,divorced,sometimes,no,1,school_bus,10-May,67,77,78,0,18
979,female,group A,high school,standard,completed,married,sometimes,yes,3,school_bus,10-May,78,98,96,0,18
980,male,group D,some high school,free/reduced,none,divorced,regularly,yes,1,school_bus,< 5,68,62,58,0,18
981,male,group D,some high school,standard,completed,married,regularly,no,1,private,< 5,96,86,92,0,18
982,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,10-May,43,53,57,0,18
983,male,group D,bachelor's degree,standard,none,single,sometimes,yes,1,private,10-May,81,64,75,0,18
984,female,group D,high school,standard,none,married,sometimes,yes,2,school_bus,10-May,89,96,90,0,18
985,male,group B,master's degree,standard,none,married,never,no,3,school_bus,10-May,73,73,68,0,18
986,male,group A,some college,standard,none,married,regularly,yes,0,school_bus,10-May,52,48,49,0,18
987,male,NA,high school,free/reduced,none,single,sometimes,yes,4,NA,10-May,68,67,53,0,18
988,male,group C,bachelor's degree,standard,completed,single,sometimes,no,3,private,< 5,59,67,65,0,18
989,female,group E,high school,free/reduced,completed,married,never,yes,3,school_bus,< 5,76,82,79,0,18
990,male,group B,high school,standard,none,divorced,sometimes,yes,0,private,10-May,60,49,50,0,18
991,female,group C,NA,standard,completed,married,sometimes,yes,3,school_bus,< 5,71,77,74,0,18
993,male,group D,high school,standard,none,married,sometimes,yes,2,school_bus,10-May,83,73,74,0,18
994,female,group C,some college,standard,none,single,sometimes,yes,3,school_bus,10-May,49,53,47,0,18
995,female,group D,some college,free/reduced,completed,divorced,regularly,no,5,school_bus,> 10,54,66,73,0,18
996,female,NA,some college,standard,none,divorced,regularly,yes,1,school_bus,10-May,46,66,66,0,18
998,male,group C,some high school,free/reduced,none,married,regularly,no,4,school_bus,10-May,71,62,58,0,18
999,female,group B,NA,free/reduced,NA,married,sometimes,yes,2,school_bus,10-May,64,84,77,0,18
0,male,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,10-May,58,54,55,1,19
1,female,group E,high school,standard,NA,married,sometimes,yes,2,NA,10-May,80,89,84,0,19
2,female,NA,some high school,standard,completed,married,sometimes,yes,3,private,< 5,72,69,73,0,19
4,female,NA,associate's degree,standard,none,married,regularly,yes,1,private,< 5,55,60,61,0,19
5,male,group D,associate's degree,free/reduced,none,single,regularly,yes,2,school_bus,> 10,75,63,61,0,19
6,female,group E,some high school,standard,NA,single,sometimes,yes,1,school_bus,10-May,64,66,64,0,19
7,female,group B,some college,standard,completed,married,regularly,yes,2,private,10-May,69,80,86,0,19
8,male,group D,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,< 5,64,68,75,0,19
9,male,group E,some college,free/reduced,none,married,sometimes,yes,4,NA,< 5,72,71,60,0,19
10,male,group E,high school,standard,none,married,regularly,yes,0,private,< 5,93,82,78,0,19
11,female,group C,some college,standard,completed,single,sometimes,yes,0,private,> 10,48,57,65,0,19
12,male,group C,associate's degree,standard,completed,married,regularly,yes,3,private,10-May,84,79,78,0,19
13,female,group C,high school,standard,NA,single,sometimes,yes,3,school_bus,10-May,50,69,68,0,19
14,female,group C,some college,standard,none,married,regularly,yes,2,NA,> 10,58,67,66,0,19
15,male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,3,school_bus,10-May,62,62,63,0,19
16,female,group C,associate's degree,standard,none,single,sometimes,no,1,private,10-May,65,74,74,0,19
17,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,1,school_bus,< 5,25,38,42,0,19
18,female,group B,bachelor's degree,standard,none,married,regularly,no,1,school_bus,> 10,71,81,80,0,19
19,female,group D,some college,standard,completed,divorced,regularly,NA,0,private,< 5,83,83,90,0,19
20,male,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,3,private,10-May,89,78,74,0,19
21,female,group C,associate's degree,standard,none,married,sometimes,no,1,private,10-May,66,84,71,0,19
22,male,group D,NA,standard,none,married,regularly,yes,4,private,10-May,74,61,64,0,19
23,male,group B,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,10-May,64,69,67,0,19
24,female,group E,some high school,standard,none,married,NA,yes,0,private,< 5,64,70,66,0,19
25,female,group C,associate's degree,standard,none,NA,sometimes,yes,3,private,< 5,70,90,86,0,19
26,female,group C,NA,standard,completed,married,regularly,yes,2,private,10-May,75,89,80,0,19
27,male,group D,associate's degree,standard,completed,married,regularly,no,2,school_bus,> 10,78,80,79,0,19
28,male,group D,some college,standard,none,single,regularly,yes,4,private,10-May,72,56,55,0,19
29,female,NA,associate's degree,free/reduced,none,married,sometimes,no,1,school_bus,> 10,90,93,93,0,19
30,female,group D,associate's degree,standard,completed,single,sometimes,no,3,private,> 10,89,94,100,0,19
32,female,group D,some college,free/reduced,none,married,sometimes,yes,3,private,< 5,79,81,83,0,19
33,female,group C,high school,free/reduced,none,married,sometimes,yes,3,school_bus,10-May,35,55,50,0,19
34,female,group B,associate's degree,free/reduced,none,married,regularly,no,NA,private,10-May,48,65,67,0,19
35,male,group D,bachelor's degree,free/reduced,none,married,sometimes,no,3,private,10-May,74,62,66,0,19
36,male,group C,associate's degree,free/reduced,none,single,regularly,yes,4,school_bus,10-May,61,59,53,0,19
38,male,group C,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,64,71,63,0,19
39,male,group D,some college,free/reduced,completed,divorced,never,yes,3,school_bus,< 5,80,86,82,0,19
40,male,group B,master's degree,standard,none,married,sometimes,yes,3,private,< 5,67,60,66,0,19
41,male,group B,some college,standard,none,married,regularly,yes,1,NA,10-May,42,31,33,0,19
42,female,group C,high school,free/reduced,completed,divorced,regularly,no,4,private,10-May,65,78,84,0,19
43,female,NA,some high school,standard,none,married,sometimes,no,1,school_bus,10-May,52,60,60,0,19
44,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,5,school_bus,10-May,55,56,48,0,19
45,male,group D,master's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,< 5,51,54,49,0,19
46,female,group C,bachelor's degree,standard,none,married,regularly,no,2,private,10-May,62,58,67,0,19
47,female,group C,some college,standard,completed,married,never,yes,1,school_bus,< 5,71,78,79,0,19
48,male,group C,some college,standard,none,married,sometimes,no,1,school_bus,> 10,42,43,38,0,19
49,female,group D,some college,standard,none,single,regularly,NA,1,school_bus,< 5,64,80,81,0,19
50,male,group B,some college,standard,none,married,never,no,4,school_bus,< 5,56,50,47,0,19
51,female,group E,high school,free/reduced,NA,divorced,sometimes,yes,2,NA,NA,51,61,61,0,19
52,female,group C,some college,free/reduced,completed,single,regularly,no,1,private,10-May,61,78,72,0,19
53,male,group C,high school,free/reduced,none,widowed,sometimes,yes,3,private,10-May,51,55,50,0,19
54,male,group B,some high school,standard,completed,married,never,yes,1,school_bus,10-May,62,61,61,0,19
55,female,group B,master's degree,standard,none,married,regularly,yes,NA,school_bus,< 5,69,78,78,0,19
56,male,group D,high school,standard,none,married,never,yes,5,private,> 10,88,80,79,0,19
57,male,group C,some high school,free/reduced,completed,married,sometimes,yes,NA,private,10-May,34,38,35,0,19
58,female,group D,high school,standard,none,married,regularly,yes,NA,school_bus,10-May,63,69,67,0,19
59,male,group D,master's degree,free/reduced,none,married,regularly,yes,3,private,10-May,50,47,49,0,19
60,male,NA,master's degree,free/reduced,none,single,sometimes,no,4,school_bus,< 5,56,54,50,0,19
61,female,group E,associate's degree,free/reduced,completed,single,never,no,4,school_bus,< 5,63,86,85,0,19
62,female,group D,master's degree,standard,completed,married,regularly,no,1,private,< 5,68,76,83,0,19
63,male,group B,some college,free/reduced,completed,married,sometimes,no,4,school_bus,< 5,14,23,20,0,19
64,male,group D,high school,standard,completed,single,regularly,no,NA,school_bus,< 5,71,57,66,0,19
65,female,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,1,private,10-May,55,70,79,0,19
66,female,group B,some college,free/reduced,none,married,sometimes,yes,NA,private,NA,40,53,54,0,19
67,male,group C,some college,standard,none,married,regularly,no,2,school_bus,10-May,88,77,77,0,19
68,female,group D,high school,standard,completed,married,regularly,yes,3,private,10-May,79,76,80,0,19
69,male,group E,some high school,standard,completed,married,sometimes,yes,1,school_bus,> 10,100,97,99,0,19
70,male,group D,some high school,standard,none,single,sometimes,yes,3,NA,10-May,79,76,68,0,19
71,female,group D,some high school,free/reduced,none,widowed,regularly,yes,1,school_bus,10-May,55,66,72,0,19
72,female,group D,high school,standard,none,widowed,never,no,1,private,< 5,32,48,43,0,19
73,female,group C,high school,free/reduced,none,married,regularly,no,5,NA,> 10,54,65,60,0,19
74,female,group E,associate's degree,standard,none,single,NA,yes,4,private,10-May,69,73,70,0,19
75,female,group A,associate's degree,standard,completed,married,sometimes,no,NA,private,> 10,67,77,74,0,19
76,male,group C,bachelor's degree,standard,none,married,sometimes,no,7,NA,> 10,82,72,70,0,19
77,female,group B,high school,free/reduced,none,divorced,regularly,yes,2,NA,< 5,50,59,56,0,19
78,male,group C,high school,free/reduced,none,married,sometimes,no,3,school_bus,10-May,74,77,68,0,19
79,female,group C,high school,free/reduced,none,married,regularly,yes,0,private,10-May,56,66,56,0,19
80,male,NA,high school,standard,none,married,sometimes,yes,3,private,> 10,67,53,47,0,19
81,female,group C,associate's degree,standard,NA,married,sometimes,yes,4,school_bus,10-May,49,60,60,0,19
82,female,group A,some high school,free/reduced,NA,married,never,yes,2,private,10-May,63,77,74,0,19
83,male,group C,master's degree,standard,none,married,never,yes,2,NA,> 10,65,48,43,0,19
85,male,group D,master's degree,standard,none,married,never,yes,0,school_bus,10-May,50,57,57,0,19
86,male,group C,some college,free/reduced,completed,married,never,yes,2,school_bus,< 5,70,80,72,0,19
87,male,group C,bachelor's degree,standard,completed,married,regularly,no,NA,private,10-May,67,63,67,0,19
88,male,group A,high school,free/reduced,completed,married,regularly,yes,3,school_bus,10-May,58,64,58,0,19
89,male,group B,master's degree,standard,completed,married,sometimes,yes,1,private,< 5,62,70,70,0,19
90,female,group D,some high school,standard,completed,single,sometimes,NA,2,school_bus,10-May,47,52,61,0,19
91,female,group C,NA,standard,completed,married,sometimes,yes,0,NA,10-May,69,70,75,0,19
92,male,group D,some college,standard,completed,married,never,yes,1,school_bus,10-May,53,43,47,0,19
93,female,group D,high school,standard,completed,single,sometimes,yes,2,private,10-May,49,57,63,0,19
94,male,group D,high school,standard,completed,divorced,sometimes,NA,3,private,> 10,83,82,81,0,19
95,female,group C,some high school,standard,completed,NA,sometimes,yes,2,school_bus,< 5,61,78,75,0,19
97,male,group D,some college,standard,completed,married,sometimes,no,4,private,10-May,70,68,71,0,19
98,female,group C,high school,standard,none,divorced,sometimes,yes,3,school_bus,10-May,80,73,72,0,19
99,male,group B,some high school,standard,none,single,regularly,no,5,NA,< 5,37,37,35,0,19
100,female,group E,some college,standard,none,married,sometimes,no,3,school_bus,< 5,75,78,74,0,19
101,female,group C,bachelor's degree,standard,completed,single,sometimes,no,2,private,> 10,79,85,84,0,19
102,female,group E,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,10-May,54,58,53,0,19
103,male,group D,some college,standard,none,married,never,yes,2,private,< 5,51,50,53,0,19
104,female,group D,NA,free/reduced,completed,married,regularly,no,1,school_bus,> 10,49,55,58,0,19
105,female,group C,associate's degree,standard,none,married,sometimes,yes,0,NA,10-May,58,69,60,0,19
106,female,group E,high school,standard,completed,divorced,regularly,yes,5,school_bus,> 10,82,83,86,0,19
107,female,group C,some high school,free/reduced,none,single,sometimes,yes,1,private,10-May,57,70,68,0,19
108,female,group A,some high school,standard,completed,NA,never,yes,3,NA,10-May,56,67,69,0,19
109,female,group C,associate's degree,standard,none,married,sometimes,yes,3,NA,< 5,83,83,84,0,19
110,male,group C,some high school,standard,completed,married,sometimes,yes,NA,private,> 10,83,84,78,0,19
111,male,group A,high school,free/reduced,none,NA,regularly,yes,4,school_bus,10-May,49,45,46,0,19
112,male,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,87,74,82,0,19
113,male,group D,high school,standard,completed,married,sometimes,yes,3,school_bus,< 5,60,65,68,0,19
114,male,group B,associate's degree,standard,none,divorced,sometimes,NA,0,school_bus,> 10,70,72,66,0,19
116,female,group D,high school,free/reduced,none,single,never,yes,1,NA,> 10,63,74,70,0,19
117,female,group C,high school,standard,none,divorced,regularly,yes,1,school_bus,< 5,44,50,56,0,19
118,male,group C,associate's degree,standard,none,married,regularly,yes,2,private,< 5,78,74,68,0,19
119,female,group B,NA,standard,none,NA,never,yes,3,NA,10-May,72,88,85,0,19
120,male,group D,some high school,free/reduced,none,single,sometimes,yes,6,school_bus,10-May,55,48,48,0,19
121,female,group D,NA,standard,none,married,regularly,yes,5,school_bus,< 5,50,56,58,0,19
122,female,group D,high school,standard,none,divorced,regularly,no,3,private,10-May,84,94,86,0,19
123,female,group A,NA,standard,NA,married,regularly,yes,2,private,10-May,81,82,73,0,19
124,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3,private,10-May,91,91,90,0,19
126,male,group B,some high school,standard,none,married,sometimes,no,1,private,10-May,54,59,62,0,19
127,female,group B,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,10-May,80,89,87,0,19
128,male,NA,high school,standard,none,divorced,never,no,2,private,> 10,81,74,66,0,19
129,male,group C,associate's degree,standard,none,divorced,sometimes,yes,4,private,NA,68,67,64,0,19
130,male,group C,bachelor's degree,standard,none,married,sometimes,no,3,NA,> 10,81,70,68,0,19
131,male,NA,associate's degree,free/reduced,NA,divorced,regularly,yes,0,school_bus,< 5,74,75,63,0,19
132,female,group C,bachelor's degree,free/reduced,NA,married,sometimes,no,1,school_bus,< 5,50,66,59,0,19
134,male,group D,associate's degree,standard,completed,divorced,regularly,yes,1,private,10-May,77,74,72,0,19
135,female,group D,high school,standard,none,divorced,sometimes,yes,3,private,10-May,52,68,61,0,19
136,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,1,private,10-May,45,56,60,0,19
137,female,NA,high school,standard,none,married,regularly,yes,4,private,10-May,35,40,45,0,19
138,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,private,10-May,48,55,44,0,19
139,female,group C,associate's degree,standard,completed,married,never,yes,2,NA,10-May,77,85,79,0,19
140,male,group D,high school,free/reduced,none,single,sometimes,yes,4,school_bus,10-May,48,43,37,0,19
141,female,group B,some college,standard,completed,married,never,yes,0,school_bus,> 10,66,78,82,0,19
142,male,group B,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,10-May,46,43,45,0,19
143,male,group D,master's degree,free/reduced,none,married,sometimes,NA,1,NA,10-May,72,70,66,0,19
144,female,group C,high school,standard,completed,single,regularly,no,2,school_bus,10-May,79,89,88,0,19
147,male,group B,some college,free/reduced,none,single,regularly,yes,4,school_bus,10-May,63,63,60,0,19
148,female,group D,associate's degree,free/reduced,completed,single,regularly,yes,2,school_bus,NA,82,91,94,0,19
149,male,group D,NA,free/reduced,none,divorced,regularly,yes,3,school_bus,10-May,69,68,65,0,19
150,female,group C,some college,standard,NA,married,sometimes,no,2,private,10-May,82,94,88,0,19
151,male,group D,high school,standard,none,married,NA,yes,5,private,10-May,62,59,54,0,19
152,female,group E,some high school,standard,none,married,sometimes,yes,3,NA,10-May,94,97,97,0,19
153,male,group C,some college,free/reduced,none,divorced,sometimes,no,1,private,10-May,59,53,57,0,19
154,female,group C,high school,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,41,45,42,0,19
155,male,group D,high school,standard,completed,married,never,yes,1,school_bus,> 10,66,54,57,0,19
157,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,0,private,< 5,46,51,50,0,19
159,male,group D,associate's degree,standard,none,NA,regularly,yes,1,private,> 10,89,84,72,0,19
161,female,group B,NA,standard,completed,married,sometimes,no,4,school_bus,< 5,65,75,77,0,19
162,male,group B,associate's degree,free/reduced,completed,married,NA,yes,1,school_bus,10-May,60,60,61,0,19
163,male,group A,bachelor's degree,standard,completed,married,never,yes,2,private,> 10,68,73,74,0,19
164,male,group B,some high school,standard,none,married,sometimes,no,3,school_bus,10-May,61,62,58,0,19
165,female,group E,bachelor's degree,free/reduced,completed,widowed,regularly,no,3,private,< 5,73,83,85,0,19
166,female,group B,associate's degree,standard,none,married,regularly,yes,2,private,10-May,69,82,80,0,19
