student_ID,ParentEduc,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,WritingScore,School
849,master's degree,yes,NA,private,5 to 10,72,15
850,NA,yes,2,private,> 10,64,15
851,some high school,yes,2,school_bus,5 to 10,75,15
852,high school,no,1,school_bus,< 5,72,15
853,associate's degree,no,5,private,5 to 10,68,15
854,some college,no,4,private,5 to 10,80,15
855,bachelor's degree,yes,0,private,5 to 10,96,15
856,some high school,yes,1,school_bus,< 5,65,15
857,associate's degree,no,NA,private,> 10,76,15
858,some college,yes,3,school_bus,5 to 10,64,15
859,some college,yes,2,school_bus,5 to 10,78,15
860,some college,yes,0,school_bus,5 to 10,58,15
861,some high school,yes,1,school_bus,5 to 10,80,15
862,master's degree,yes,1,school_bus,5 to 10,56,15
863,associate's degree,no,1,school_bus,< 5,91,15
864,high school,no,5,NA,< 5,83,15
865,high school,yes,1,school_bus,5 to 10,69,15
866,some college,yes,4,private,5 to 10,69,15
867,some college,no,NA,private,> 10,86,15
868,some college,yes,4,school_bus,< 5,78,15
869,high school,yes,0,school_bus,< 5,71,15
870,some college,yes,0,school_bus,> 10,65,15
871,bachelor's degree,yes,0,school_bus,5 to 10,82,15
872,some college,yes,4,private,5 to 10,91,15
873,associate's degree,yes,1,NA,> 10,66,15
874,associate's degree,yes,0,private,5 to 10,74,15
875,associate's degree,no,2,private,> 10,75,15
876,bachelor's degree,yes,3,private,> 10,84,15
877,bachelor's degree,yes,0,private,5 to 10,79,15
878,some college,yes,1,school_bus,> 10,70,15
879,associate's degree,no,NA,school_bus,5 to 10,87,15
880,some college,yes,2,school_bus,5 to 10,68,15
882,high school,no,4,school_bus,< 5,59,15
883,NA,yes,NA,school_bus,< 5,74,15
884,high school,no,1,private,5 to 10,94,15
886,some college,no,3,school_bus,5 to 10,80,15
887,some high school,yes,2,private,> 10,77,15
888,some college,yes,1,school_bus,> 10,46,15
889,NA,no,1,school_bus,5 to 10,76,15
890,master's degree,yes,1,private,> 10,77,15
892,high school,no,1,NA,< 5,63,15
893,master's degree,yes,4,school_bus,> 10,87,15
894,high school,yes,3,school_bus,> 10,99,15
895,associate's degree,yes,2,private,< 5,57,15
896,associate's degree,yes,1,school_bus,< 5,48,15
897,master's degree,NA,1,private,< 5,79,15
898,associate's degree,yes,0,school_bus,< 5,95,15
899,some high school,yes,1,school_bus,< 5,60,15
900,high school,no,1,school_bus,5 to 10,46,15
901,master's degree,yes,3,private,> 10,53,15
902,associate's degree,yes,4,private,< 5,64,15
903,some high school,yes,4,school_bus,> 10,55,15
904,high school,yes,4,school_bus,> 10,64,15
905,some high school,yes,2,school_bus,NA,57,15
906,some high school,no,1,private,5 to 10,57,15
907,high school,yes,4,private,< 5,43,15
908,some college,yes,1,private,5 to 10,61,15
909,master's degree,yes,2,school_bus,5 to 10,61,15
910,high school,yes,NA,school_bus,> 10,57,15
911,some college,yes,3,private,> 10,100,15
912,some high school,yes,2,private,< 5,53,15
913,bachelor's degree,yes,2,private,< 5,68,15
914,associate's degree,yes,2,private,> 10,74,15
915,NA,yes,0,NA,< 5,73,15
916,bachelor's degree,yes,4,school_bus,5 to 10,81,15
917,associate's degree,yes,3,school_bus,< 5,76,15
918,bachelor's degree,yes,2,NA,5 to 10,88,15
919,high school,no,3,NA,5 to 10,75,15
920,bachelor's degree,yes,4,school_bus,< 5,38,15
921,some college,yes,0,private,5 to 10,64,15
922,master's degree,yes,3,private,5 to 10,69,15
923,high school,no,2,school_bus,5 to 10,85,15
924,associate's degree,yes,2,school_bus,< 5,71,15
925,some college,yes,1,private,< 5,68,15
926,associate's degree,yes,3,school_bus,5 to 10,75,15
927,high school,no,1,school_bus,5 to 10,67,15
929,high school,yes,1,private,< 5,68,15
930,some college,yes,3,school_bus,< 5,46,15
931,associate's degree,yes,4,NA,> 10,60,15
932,some college,no,5,private,< 5,91,15
933,associate's degree,NA,3,school_bus,< 5,63,15
934,some high school,yes,1,private,5 to 10,57,15
935,NA,yes,0,school_bus,> 10,59,15
936,associate's degree,NA,0,private,5 to 10,59,15
937,some high school,yes,2,school_bus,< 5,67,15
938,bachelor's degree,yes,2,school_bus,< 5,89,15
939,associate's degree,yes,1,school_bus,< 5,53,15
940,master's degree,yes,NA,private,< 5,62,15
941,bachelor's degree,yes,1,NA,5 to 10,78,15
942,high school,yes,2,school_bus,5 to 10,44,15
943,some high school,NA,2,school_bus,5 to 10,64,15
944,bachelor's degree,no,2,private,5 to 10,58,15
945,bachelor's degree,yes,2,private,5 to 10,98,15
946,master's degree,yes,1,school_bus,5 to 10,77,15
947,high school,yes,2,school_bus,NA,66,15
948,high school,yes,2,private,> 10,48,15
949,NA,NA,7,school_bus,5 to 10,67,15
950,associate's degree,yes,0,private,> 10,94,15
951,associate's degree,no,1,school_bus,< 5,47,15
952,high school,yes,NA,school_bus,5 to 10,64,15
953,high school,yes,2,private,5 to 10,78,15
954,high school,yes,3,school_bus,5 to 10,65,15
955,some college,no,1,school_bus,< 5,79,15
956,high school,no,1,school_bus,< 5,64,15
957,some high school,no,NA,school_bus,NA,59,15
958,NA,yes,2,school_bus,5 to 10,77,15
960,some high school,yes,4,NA,< 5,52,15
961,master's degree,no,4,school_bus,5 to 10,73,15
962,some college,yes,1,school_bus,5 to 10,49,15
963,associate's degree,no,2,private,< 5,95,15
964,bachelor's degree,yes,1,school_bus,5 to 10,66,15
965,some college,yes,3,school_bus,5 to 10,67,15
966,master's degree,no,3,school_bus,> 10,71,15
967,associate's degree,yes,4,private,< 5,58,15
968,NA,yes,4,NA,5 to 10,63,15
969,master's degree,yes,2,school_bus,< 5,65,15
970,some college,yes,4,NA,5 to 10,54,15
971,some high school,no,4,private,> 10,72,15
972,some college,no,3,NA,5 to 10,69,15
973,high school,yes,3,school_bus,5 to 10,77,15
974,NA,yes,2,school_bus,5 to 10,79,15
975,associate's degree,yes,0,private,5 to 10,99,15
976,bachelor's degree,NA,1,NA,5 to 10,88,15
977,some high school,yes,2,school_bus,5 to 10,69,15
978,master's degree,no,3,NA,5 to 10,85,15
979,high school,no,2,school_bus,> 10,61,15
980,some high school,yes,1,school_bus,< 5,53,15
981,some college,yes,0,school_bus,5 to 10,80,15
982,some college,yes,4,NA,5 to 10,64,15
983,bachelor's degree,yes,NA,private,< 5,85,15
984,some high school,no,3,school_bus,< 5,44,15
985,some high school,NA,0,school_bus,> 10,34,15
987,NA,yes,1,school_bus,5 to 10,84,15
988,some high school,yes,4,private,5 to 10,54,15
989,associate's degree,no,3,school_bus,< 5,89,15
990,some high school,no,2,school_bus,> 10,59,15
991,master's degree,no,4,school_bus,< 5,73,15
992,some college,no,1,school_bus,NA,80,15
993,bachelor's degree,yes,4,private,> 10,81,15
994,master's degree,yes,6,private,5 to 10,64,15
995,high school,yes,3,school_bus,< 5,72,15
996,some high school,yes,1,school_bus,> 10,64,15
997,some college,yes,0,school_bus,> 10,38,15
998,NA,no,3,school_bus,5 to 10,49,15
999,associate's degree,no,3,school_bus,5 to 10,86,15
1,some college,yes,1,school_bus,< 5,65,15
2,some college,no,3,school_bus,< 5,58,15
3,associate's degree,yes,4,private,> 10,62,15
4,some high school,yes,2,school_bus,5 to 10,80,15
5,bachelor's degree,no,1,private,5 to 10,88,15
6,associate's degree,yes,2,school_bus,NA,43,15
7,some high school,yes,2,school_bus,< 5,65,15
8,high school,yes,5,private,5 to 10,58,15
9,some high school,yes,4,private,< 5,81,15
10,high school,yes,1,private,< 5,38,15
12,some high school,yes,0,school_bus,5 to 10,60,15
13,NA,yes,2,NA,5 to 10,73,15
14,associate's degree,no,1,NA,NA,55,15
15,associate's degree,yes,2,private,< 5,64,15
16,some college,no,2,NA,5 to 10,55,15
17,some high school,yes,2,NA,> 10,66,15
18,associate's degree,no,1,school_bus,< 5,64,15
19,bachelor's degree,yes,2,school_bus,> 10,67,15
20,some college,yes,4,school_bus,5 to 10,77,15
21,associate's degree,yes,3,school_bus,5 to 10,94,15
22,associate's degree,yes,4,school_bus,> 10,92,15
23,bachelor's degree,NA,2,school_bus,< 5,66,15
24,some high school,yes,0,school_bus,> 10,72,15
26,associate's degree,yes,2,school_bus,< 5,80,15
28,bachelor's degree,no,4,school_bus,< 5,63,15
29,some college,yes,3,private,5 to 10,39,15
30,high school,yes,3,NA,5 to 10,53,15
31,associate's degree,yes,3,private,< 5,76,15
32,some high school,yes,3,NA,5 to 10,77,15
33,some college,no,3,school_bus,5 to 10,69,15
34,master's degree,yes,1,school_bus,5 to 10,70,15
35,master's degree,no,NA,school_bus,5 to 10,69,15
36,bachelor's degree,no,2,school_bus,NA,57,15
37,some college,no,2,school_bus,< 5,67,15
38,some college,yes,NA,private,NA,55,15
39,some high school,yes,2,private,5 to 10,57,15
40,high school,no,5,school_bus,< 5,61,15
41,high school,yes,3,private,5 to 10,85,15
42,some high school,yes,4,school_bus,5 to 10,90,15
43,some high school,no,1,private,< 5,74,15
44,bachelor's degree,yes,NA,private,5 to 10,79,15
45,associate's degree,no,3,private,5 to 10,67,15
47,some college,yes,0,school_bus,> 10,47,15
48,associate's degree,yes,4,private,5 to 10,72,15
49,some college,yes,4,school_bus,5 to 10,41,15
50,some high school,yes,2,private,< 5,67,15
51,some college,yes,1,school_bus,5 to 10,58,15
52,some high school,no,1,private,5 to 10,78,15
53,high school,yes,2,school_bus,5 to 10,55,15
54,some college,yes,3,NA,< 5,64,15
55,some college,yes,4,private,< 5,59,15
56,some high school,no,2,school_bus,5 to 10,34,15
58,some high school,yes,3,school_bus,5 to 10,51,15
59,associate's degree,yes,4,private,5 to 10,60,15
60,associate's degree,no,3,private,5 to 10,54,15
61,some college,yes,0,private,< 5,51,15
62,some high school,yes,2,school_bus,5 to 10,67,15
63,associate's degree,yes,1,school_bus,NA,61,15
64,bachelor's degree,no,4,school_bus,5 to 10,73,15
65,some college,no,1,private,< 5,63,15
66,high school,yes,NA,school_bus,5 to 10,69,15
67,some college,yes,0,NA,< 5,66,15
68,high school,yes,1,private,< 5,95,15
70,master's degree,yes,5,school_bus,< 5,64,15
71,some college,yes,2,private,5 to 10,70,15
72,bachelor's degree,yes,2,NA,< 5,62,15
73,some high school,no,4,private,< 5,45,15
76,high school,yes,2,private,5 to 10,63,15
77,bachelor's degree,yes,3,school_bus,5 to 10,95,15
78,master's degree,yes,1,school_bus,5 to 10,66,15
79,some college,no,3,school_bus,5 to 10,72,15
81,some college,no,1,school_bus,< 5,60,15
82,some college,no,3,private,> 10,62,15
83,some high school,yes,3,school_bus,5 to 10,47,15
85,some college,yes,2,private,5 to 10,61,15
86,some high school,yes,0,private,> 10,56,15
87,high school,yes,3,school_bus,< 5,46,15
89,some college,yes,7,school_bus,< 5,81,15
90,associate's degree,yes,0,school_bus,< 5,49,15
91,associate's degree,no,4,private,5 to 10,77,15
92,NA,yes,0,private,< 5,47,15
93,master's degree,no,3,school_bus,5 to 10,57,15
94,NA,yes,2,private,5 to 10,77,15
95,some college,yes,3,private,5 to 10,74,15
96,high school,yes,1,NA,< 5,76,15
97,associate's degree,yes,1,school_bus,> 10,47,15
98,some college,yes,1,private,> 10,86,15
99,master's degree,no,2,private,5 to 10,79,15
100,associate's degree,yes,2,private,5 to 10,65,15
102,high school,yes,2,private,< 5,88,15
103,some college,no,1,NA,5 to 10,84,15
104,some high school,no,4,private,5 to 10,59,15
105,high school,no,4,school_bus,< 5,46,15
106,some college,yes,0,school_bus,5 to 10,74,15
107,associate's degree,yes,2,school_bus,5 to 10,50,15
108,some high school,no,2,private,5 to 10,41,15
109,NA,yes,3,school_bus,> 10,76,15
110,bachelor's degree,yes,7,NA,5 to 10,80,15
111,master's degree,yes,3,private,< 5,71,15
112,high school,yes,0,NA,5 to 10,75,15
113,bachelor's degree,yes,NA,private,> 10,90,15
114,some college,yes,1,school_bus,< 5,69,15
115,associate's degree,yes,3,school_bus,< 5,79,15
116,bachelor's degree,yes,1,private,5 to 10,43,15
117,high school,yes,4,school_bus,5 to 10,61,15
118,some college,yes,NA,private,> 10,81,15
119,associate's degree,yes,3,private,NA,63,15
120,NA,yes,1,school_bus,< 5,71,15
122,some college,no,4,school_bus,< 5,40,15
123,associate's degree,yes,2,private,5 to 10,27,15
124,some college,no,1,school_bus,5 to 10,58,15
126,associate's degree,no,1,private,5 to 10,51,15
127,bachelor's degree,yes,3,school_bus,5 to 10,87,15
128,some college,yes,4,school_bus,> 10,80,15
129,master's degree,yes,3,private,> 10,99,15
130,some high school,yes,2,school_bus,< 5,55,15
131,associate's degree,yes,3,private,5 to 10,70,15
132,some college,no,3,school_bus,< 5,55,15
133,associate's degree,yes,3,private,5 to 10,65,15
134,NA,yes,1,NA,5 to 10,45,15
135,NA,yes,3,school_bus,< 5,67,15
136,master's degree,NA,3,private,< 5,64,15
137,bachelor's degree,no,3,school_bus,5 to 10,80,15
138,some high school,yes,5,school_bus,5 to 10,60,15
139,bachelor's degree,yes,2,private,< 5,57,15
140,high school,yes,2,school_bus,5 to 10,68,15
141,bachelor's degree,yes,3,school_bus,> 10,81,15
142,master's degree,yes,3,school_bus,< 5,90,15
143,NA,no,3,private,> 10,89,15
144,some college,yes,2,NA,5 to 10,76,15
145,some college,yes,1,private,5 to 10,86,15
146,associate's degree,yes,3,school_bus,< 5,88,15
147,associate's degree,no,2,school_bus,5 to 10,84,15
148,some college,no,3,school_bus,5 to 10,82,15
149,some college,no,4,private,5 to 10,97,15
150,high school,yes,1,NA,< 5,65,15
151,some college,yes,2,school_bus,5 to 10,60,15
152,high school,no,1,private,5 to 10,47,15
153,high school,yes,3,school_bus,> 10,73,15
154,associate's degree,yes,3,school_bus,> 10,68,15
155,associate's degree,no,1,school_bus,< 5,62,15
156,bachelor's degree,no,3,school_bus,< 5,92,15
157,bachelor's degree,yes,2,private,< 5,86,15
158,some high school,no,3,school_bus,> 10,47,15
159,high school,no,NA,school_bus,5 to 10,55,15
160,some high school,yes,2,private,< 5,84,15
161,associate's degree,no,1,private,5 to 10,83,15
162,associate's degree,yes,3,school_bus,< 5,79,15
163,some high school,no,1,private,5 to 10,81,15
164,associate's degree,yes,3,school_bus,NA,60,15
165,bachelor's degree,no,2,school_bus,> 10,64,15
166,high school,yes,0,school_bus,5 to 10,57,15
167,associate's degree,yes,4,school_bus,5 to 10,86,15
168,some college,yes,3,school_bus,5 to 10,46,15
169,some high school,yes,1,school_bus,5 to 10,83,15
170,master's degree,NA,2,school_bus,> 10,98,15
171,bachelor's degree,yes,4,school_bus,5 to 10,93,15
172,some college,yes,1,school_bus,5 to 10,95,15
173,bachelor's degree,yes,1,school_bus,> 10,77,15
175,some college,yes,0,school_bus,5 to 10,89,15
176,some college,yes,1,school_bus,5 to 10,71,15
177,some high school,yes,2,school_bus,5 to 10,61,15
178,some high school,no,1,school_bus,< 5,63,15
179,bachelor's degree,yes,1,private,NA,53,15
180,some high school,yes,0,private,> 10,73,15
181,some college,yes,2,school_bus,< 5,59,15
183,bachelor's degree,no,2,private,> 10,72,15
184,some college,no,2,school_bus,5 to 10,85,15
185,NA,no,3,private,5 to 10,63,15
186,high school,no,3,school_bus,< 5,43,15
187,associate's degree,no,1,school_bus,< 5,50,15
188,bachelor's degree,no,2,school_bus,< 5,78,15
189,NA,no,2,private,5 to 10,75,15
190,some college,yes,NA,NA,5 to 10,64,15
191,some high school,no,3,private,5 to 10,66,15
192,high school,yes,7,private,5 to 10,73,15
194,NA,yes,4,school_bus,5 to 10,68,15
196,high school,no,3,school_bus,< 5,64,15
198,master's degree,yes,1,private,< 5,81,15
199,high school,no,2,school_bus,> 10,95,15
200,associate's degree,no,2,private,5 to 10,53,15
201,some high school,yes,5,private,> 10,62,15
202,some college,yes,2,school_bus,5 to 10,82,15
204,some high school,yes,0,NA,5 to 10,37,15
205,high school,yes,0,school_bus,< 5,65,15
206,some high school,no,3,school_bus,5 to 10,65,15
207,some high school,yes,3,private,5 to 10,76,15
208,high school,no,2,school_bus,5 to 10,67,15
209,associate's degree,no,1,private,< 5,68,15
210,some high school,no,4,private,5 to 10,81,15
211,master's degree,yes,1,private,> 10,68,15
212,NA,no,2,school_bus,< 5,77,15
213,some high school,yes,0,school_bus,< 5,52,15
214,associate's degree,yes,1,school_bus,5 to 10,62,15
215,associate's degree,no,1,private,< 5,74,15
216,high school,yes,2,NA,5 to 10,41,15
217,associate's degree,yes,1,school_bus,5 to 10,60,15
218,associate's degree,yes,2,school_bus,5 to 10,90,15
219,associate's degree,yes,1,private,> 10,86,15
220,associate's degree,yes,1,private,< 5,67,15
221,bachelor's degree,yes,4,school_bus,5 to 10,67,15
222,some college,no,2,school_bus,5 to 10,78,15
223,high school,yes,2,school_bus,5 to 10,88,15
224,associate's degree,yes,2,school_bus,5 to 10,78,15
225,some college,yes,5,NA,< 5,78,15
227,some high school,yes,2,private,5 to 10,66,15
228,some high school,yes,3,school_bus,5 to 10,80,15
229,associate's degree,yes,3,school_bus,5 to 10,66,15
230,high school,no,2,private,< 5,39,15
231,high school,no,1,school_bus,5 to 10,95,15
232,some high school,yes,5,private,< 5,73,15
233,some college,no,3,school_bus,5 to 10,76,15
234,associate's degree,yes,3,private,5 to 10,61,15
235,bachelor's degree,yes,1,private,5 to 10,75,15
236,bachelor's degree,yes,0,private,> 10,61,15
238,high school,yes,0,school_bus,< 5,54,15
239,master's degree,yes,2,private,< 5,73,15
240,some college,yes,2,school_bus,5 to 10,38,15
242,some high school,no,3,school_bus,> 10,61,15
243,high school,no,NA,school_bus,5 to 10,87,15
244,high school,yes,0,NA,5 to 10,41,15
245,master's degree,no,2,school_bus,> 10,71,15
247,high school,yes,0,school_bus,5 to 10,76,15
248,some college,yes,2,school_bus,< 5,72,15
249,some college,no,4,school_bus,5 to 10,63,15
250,high school,yes,1,school_bus,5 to 10,63,15
251,associate's degree,yes,3,private,5 to 10,76,15
252,master's degree,yes,4,private,5 to 10,78,15
253,some college,yes,0,private,5 to 10,63,15
254,some high school,yes,5,private,5 to 10,67,15
255,high school,yes,2,school_bus,5 to 10,72,15
256,some college,yes,2,private,< 5,59,15
257,NA,yes,0,private,5 to 10,64,15
258,some high school,yes,0,private,< 5,88,15
259,some high school,no,2,private,> 10,69,15
260,some high school,no,1,school_bus,> 10,54,15
261,bachelor's degree,yes,1,school_bus,5 to 10,66,15
263,some college,no,2,NA,< 5,66,15
264,high school,yes,1,school_bus,< 5,59,15
265,NA,yes,1,school_bus,NA,54,15
266,some high school,no,1,school_bus,> 10,88,15
267,some college,yes,4,school_bus,5 to 10,81,15
268,high school,yes,0,private,< 5,61,15
269,high school,no,NA,school_bus,5 to 10,50,15
270,some college,no,1,NA,> 10,86,15
271,associate's degree,yes,3,school_bus,5 to 10,74,15
272,bachelor's degree,yes,1,private,5 to 10,70,15
273,some college,yes,0,school_bus,5 to 10,89,15
274,some college,yes,0,private,5 to 10,51,15
275,associate's degree,no,5,school_bus,> 10,85,15
276,some high school,no,2,NA,5 to 10,83,15
278,some high school,no,3,private,5 to 10,71,15
279,some college,no,2,school_bus,5 to 10,78,15
280,some college,yes,3,school_bus,5 to 10,63,15
281,high school,yes,4,private,< 5,56,15
282,bachelor's degree,no,2,private,5 to 10,42,15
283,associate's degree,no,3,school_bus,> 10,80,15
284,bachelor's degree,yes,0,NA,> 10,50,15
285,some college,yes,3,school_bus,< 5,62,15
286,high school,yes,1,school_bus,5 to 10,79,15
287,some college,no,3,school_bus,> 10,72,15
288,some high school,yes,1,school_bus,5 to 10,50,15
289,some college,yes,3,school_bus,5 to 10,89,15
290,some high school,yes,5,private,5 to 10,56,15
291,NA,no,1,school_bus,< 5,83,15
292,some college,yes,4,NA,< 5,60,15
293,associate's degree,no,1,private,5 to 10,88,15
294,NA,yes,1,school_bus,5 to 10,84,15
295,associate's degree,yes,1,private,NA,35,15
296,associate's degree,yes,2,private,5 to 10,90,15
297,bachelor's degree,yes,3,private,5 to 10,95,15
298,some college,no,3,school_bus,5 to 10,76,15
299,some college,NA,NA,school_bus,5 to 10,83,15
300,some college,no,1,school_bus,5 to 10,89,15
301,some high school,no,1,NA,NA,72,15
302,bachelor's degree,yes,2,school_bus,5 to 10,65,15
303,bachelor's degree,yes,1,private,5 to 10,65,15
304,some high school,yes,2,school_bus,5 to 10,97,15
305,high school,no,3,school_bus,5 to 10,88,15
306,high school,yes,2,school_bus,5 to 10,88,15
307,associate's degree,no,2,school_bus,5 to 10,53,15
308,some college,yes,4,private,5 to 10,85,15
309,some high school,yes,1,private,< 5,65,15
310,some college,yes,1,school_bus,< 5,49,15
311,associate's degree,yes,0,private,5 to 10,70,15
312,bachelor's degree,yes,2,school_bus,< 5,78,15
313,associate's degree,yes,2,private,5 to 10,57,15
314,some high school,no,2,private,< 5,79,15
315,some high school,no,2,school_bus,5 to 10,79,15
317,associate's degree,yes,2,school_bus,> 10,60,15
318,bachelor's degree,yes,2,school_bus,< 5,73,15
319,high school,yes,1,NA,< 5,81,15
320,some college,yes,4,school_bus,5 to 10,75,15
321,bachelor's degree,no,2,school_bus,5 to 10,71,15
322,some college,no,1,school_bus,> 10,37,15
324,bachelor's degree,yes,3,private,5 to 10,95,15
325,associate's degree,yes,NA,school_bus,5 to 10,69,15
326,associate's degree,yes,0,private,> 10,70,15
327,master's degree,no,1,school_bus,5 to 10,76,15
328,master's degree,yes,1,private,5 to 10,96,15
329,NA,yes,4,private,< 5,68,15
330,some college,no,2,school_bus,5 to 10,64,15
331,some college,no,1,private,> 10,61,15
332,some college,no,NA,school_bus,< 5,69,15
334,some college,yes,2,private,> 10,71,15
335,some college,yes,4,private,> 10,99,15
336,some college,yes,NA,private,5 to 10,75,15
337,some high school,no,3,private,5 to 10,25,15
338,associate's degree,no,2,private,5 to 10,80,15
339,high school,yes,1,NA,< 5,53,15
340,master's degree,yes,0,private,> 10,72,15
341,some college,yes,1,school_bus,5 to 10,77,15
342,some college,yes,0,NA,< 5,65,15
343,some high school,yes,4,private,< 5,62,15
344,some college,no,2,school_bus,5 to 10,75,15
345,some high school,yes,2,school_bus,> 10,87,15
346,some high school,yes,3,school_bus,> 10,86,15
347,associate's degree,no,5,school_bus,> 10,75,15
348,bachelor's degree,yes,1,private,< 5,64,15
349,NA,yes,NA,school_bus,5 to 10,69,15
350,bachelor's degree,yes,2,school_bus,< 5,73,15
351,some high school,yes,3,private,5 to 10,75,15
353,high school,yes,0,NA,< 5,58,15
355,associate's degree,yes,2,school_bus,< 5,61,15
356,high school,no,1,school_bus,> 10,64,15
357,some high school,no,3,school_bus,5 to 10,55,15
358,associate's degree,yes,3,private,> 10,93,15
359,high school,no,3,private,5 to 10,75,15
360,high school,yes,5,school_bus,< 5,69,15
361,some high school,yes,0,NA,5 to 10,85,15
362,some high school,yes,1,school_bus,5 to 10,66,15
363,high school,yes,4,school_bus,5 to 10,44,15
365,high school,no,2,private,< 5,75,15
366,bachelor's degree,yes,2,school_bus,5 to 10,54,15
368,some college,no,3,private,5 to 10,63,15
369,NA,yes,3,private,5 to 10,87,15
370,associate's degree,yes,3,private,5 to 10,81,15
371,some college,yes,0,private,NA,44,15
372,some college,yes,5,school_bus,> 10,54,15
373,bachelor's degree,no,1,private,5 to 10,54,15
374,high school,yes,4,school_bus,< 5,59,15
375,associate's degree,yes,1,private,< 5,67,15
376,some high school,yes,0,NA,5 to 10,74,15
377,associate's degree,no,2,school_bus,5 to 10,67,15
378,high school,yes,2,private,5 to 10,84,15
380,some high school,yes,1,school_bus,> 10,74,15
381,associate's degree,yes,3,private,< 5,70,15
382,bachelor's degree,no,2,private,> 10,78,15
383,some college,no,1,NA,< 5,80,15
384,some college,yes,1,school_bus,5 to 10,55,15
385,associate's degree,no,1,school_bus,5 to 10,90,15
386,some high school,no,1,private,> 10,72,15
387,high school,NA,2,private,5 to 10,70,15
388,high school,yes,1,school_bus,5 to 10,77,15
389,master's degree,no,1,NA,< 5,56,15
390,associate's degree,yes,3,school_bus,5 to 10,79,15
391,master's degree,yes,3,NA,< 5,36,15
392,some college,yes,2,private,< 5,50,15
393,some college,yes,1,private,> 10,75,15
395,high school,no,1,private,5 to 10,70,15
396,associate's degree,yes,4,private,5 to 10,61,15
397,bachelor's degree,yes,5,NA,5 to 10,66,15
398,high school,yes,1,school_bus,> 10,66,15
400,associate's degree,no,5,school_bus,5 to 10,78,15
401,some high school,yes,1,school_bus,5 to 10,51,15
402,NA,yes,1,NA,5 to 10,69,15
403,some college,no,2,school_bus,< 5,61,15
404,bachelor's degree,yes,4,private,5 to 10,76,15
405,high school,yes,3,private,5 to 10,72,15
406,some high school,no,1,private,5 to 10,46,15
407,some high school,yes,3,private,< 5,55,15
409,some high school,no,3,school_bus,5 to 10,81,15
411,NA,yes,1,school_bus,< 5,84,15
412,bachelor's degree,no,1,school_bus,< 5,63,15
413,some high school,yes,2,school_bus,> 10,68,15
414,some high school,yes,2,school_bus,< 5,74,15
415,associate's degree,yes,0,private,5 to 10,42,15
416,high school,yes,3,private,5 to 10,35,15
417,associate's degree,no,1,school_bus,< 5,77,15
419,NA,yes,0,school_bus,5 to 10,53,15
420,some college,no,1,school_bus,> 10,70,15
421,bachelor's degree,no,2,NA,5 to 10,53,15
422,high school,yes,3,private,< 5,74,15
423,some high school,yes,2,school_bus,5 to 10,64,15
424,high school,yes,0,school_bus,> 10,71,15
425,associate's degree,no,1,NA,< 5,55,15
426,some high school,no,3,NA,5 to 10,64,15
427,high school,yes,1,private,< 5,79,15
428,high school,no,1,private,5 to 10,41,15
429,associate's degree,yes,2,school_bus,> 10,80,15
430,some college,yes,NA,private,> 10,49,15
431,some high school,yes,1,private,NA,82,15
432,high school,no,3,private,5 to 10,44,15
433,high school,yes,4,private,< 5,68,15
434,high school,no,1,private,> 10,36,15
435,associate's degree,yes,1,school_bus,< 5,96,15
436,high school,yes,1,school_bus,5 to 10,78,15
437,some college,no,2,school_bus,5 to 10,79,15
438,associate's degree,yes,1,school_bus,> 10,64,15
439,associate's degree,yes,3,school_bus,5 to 10,80,15
440,some college,yes,2,school_bus,5 to 10,44,15
441,associate's degree,no,1,private,< 5,82,15
442,associate's degree,no,2,school_bus,< 5,37,15
443,some high school,yes,3,NA,5 to 10,91,15
444,some high school,no,2,school_bus,< 5,56,15
445,associate's degree,yes,7,NA,5 to 10,66,15
446,high school,yes,2,school_bus,> 10,86,15
447,some college,yes,3,private,5 to 10,72,15
448,some college,no,2,school_bus,5 to 10,62,15
449,NA,yes,3,private,< 5,63,15
450,bachelor's degree,yes,3,school_bus,5 to 10,87,15
451,some college,no,3,NA,5 to 10,89,15
452,bachelor's degree,no,2,school_bus,5 to 10,73,15
454,some high school,yes,2,private,5 to 10,40,15
455,bachelor's degree,no,1,private,NA,77,15
457,high school,yes,NA,private,> 10,83,15
458,some college,no,3,private,NA,78,15
459,some college,yes,3,school_bus,5 to 10,73,15
460,high school,yes,0,school_bus,5 to 10,57,15
461,associate's degree,yes,1,private,> 10,64,15
462,high school,no,2,private,< 5,89,15
463,some college,yes,1,school_bus,< 5,43,15
464,high school,yes,1,private,NA,49,15
465,some college,NA,0,school_bus,5 to 10,62,15
466,some college,yes,2,private,< 5,64,15
467,associate's degree,no,1,school_bus,5 to 10,75,15
468,some college,yes,0,private,> 10,48,15
470,associate's degree,yes,2,school_bus,5 to 10,62,15
471,high school,yes,1,private,> 10,58,15
472,associate's degree,yes,2,school_bus,> 10,41,15
473,master's degree,no,3,school_bus,5 to 10,67,15
474,some college,no,1,school_bus,> 10,55,15
475,high school,yes,2,school_bus,5 to 10,63,15
476,some college,yes,1,school_bus,< 5,62,15
477,some college,no,3,private,5 to 10,62,15
478,some college,no,1,school_bus,< 5,75,15
479,high school,no,1,school_bus,> 10,70,15
480,some college,yes,1,private,< 5,83,15
481,bachelor's degree,yes,3,school_bus,5 to 10,66,15
482,some high school,yes,3,private,5 to 10,57,15
